"pessoa_idade";"salario_ano";"propriedade_sit";"ano_trabalhado";"motivo_emprestimo";"pontuacao_emprestimos";"vl_total";"tx_juros";"inadimplencia";"tx_renda_divida";"hst_inadimplencia";"hst_primeiro_credito"
39;119000;"Alugada";2;"Educativo";"A";10800;7.49;"0";0.09;"0";13
34;60000;"Alugada";3;"Empreendimento";"A";12000;6.92;"0";0.2;"0";9
28;11340;"Própria";0;"Pagamento de débitos";"A";2325;6.39;"1";0.21;"0";7
25;49700;"-";2;"-";"B";6000;12.84;"1";0.19;"0";9
31;27600;"Própria";1;"Educativo";"B";3000;11.49;"0";0.11;"0";9
21;19000;"Alugada";3;"Educativo";"C";4000;14.35;"1";0.21;"1";3
30;36000;"Hipotecada";2;"Empreendimento";"A";3000;6.39;"0";0.08;"0";10
28;40000;"Alugada";0;"Educativo";"B";10000;12.42;"0";0.25;"0";5
57;70000;"Alugada";0;"Empreendimento";"B";6600;10.99;"0";0.09;"0";21
23;29120;"Própria";0;"Educativo";"A";6400;8.94;"0";0.22;"0";4
26;45000;"Alugada";2;"Pessoal";"C";10000;0.0;"0";0.22;"0";3
28;38000;"Alugada";12;"Pessoal";"A";3200;9.63;"0";0.08;"0";6
42;70000;"Alugada";6;"Médico";"B";12000;0.0;"0";0.17;"0";12
29;32000;"-";13;"Educativo";"B";0;13.67;"1";0.04;"0";2
24;31000;"Alugada";8;"Empreendimento";"C";13500;13.43;"1";0.44;"0";4
31;43200;"Hipotecada";0;"Empreendimento";"A";3000;8.9;"0";0.07;"0";6
29;46000;"Hipotecada";3;"Empreendimento";"B";6000;11.49;"0";0.13;"0";5
22;70000;"Hipotecada";2;"Educativo";"E";16000;16.63;"0";0.23;"1";3
25;28000;"Alugada";2;"Pessoal";"B";6000;10.59;"1";0.21;"0";4
24;92000;"Alugada";8;"Médico";"B";24500;11.46;"0";0.27;"0";4
27;68000;"Alugada";0;"Pagamento de débitos";"A";6500;7.51;"0";0.1;"0";7
42;42000;"Alugada";6;"Educativo";"D";14500;15.57;"1";0.35;"0";14
39;57996;"Hipotecada";10;"Melhora do lar";"A";8000;7.88;"0";0.14;"0";16
22;32244;"Alugada";2;"Empreendimento";"B";11100;12.21;"1";0.34;"0";3
29;68500;"Alugada";4;"Empreendimento";"B";10000;12.53;"0";0.15;"0";7
23;70000;"Hipotecada";3;"Empreendimento";"A";15000;8.49;"0";0.21;"0";2
25;100000;"Hipotecada";9;"Médico";"A";3275;5.42;"0";0.03;"0";2
22;84000;"Hipotecada";3;"Educativo";"B";10000;10.38;"0";0.12;"0";3
30;42000;"Alugada";4;"Pagamento de débitos";"B";5500;14.27;"0";0.0;"";3
24;85000;"Hipotecada";4;"Educativo";"";6000;0.0;"0";0.04;"0";3
22;66000;"Própria";6;"Pagamento de débitos";"D";7500;17.58;"0";0.11;"1";4
28;90000;"Hipotecada";5;"Empreendimento";"B";25000;11.86;"0";0.28;"0";6
27;30000;"Alugada";0;"Pessoal";"C";10000;12.68;"1";0.33;"0";9
30;90000;"Hipotecada";4;"Empreendimento";"C";8000;0.0;"0";0.09;"1";9
24;37000;"Hipotecada";0;"Médico";"C";8500;12.53;"1";0.23;"1";2
35;31577;"Alugada";6;"Médico";"B";5000;9.99;"0";0.16;"0";9
32;54996;"Hipotecada";1;"Médico";"A";7000;6.92;"0";0.13;"0";8
34;30000;"Alugada";5;"Médico";"A";4200;5.79;"0";0.14;"0";8
31;74076;"Alugada";9;"Médico";"B";7200;0.0;"0";0.1;"0";9
29;113000;"Hipotecada";5;"Pessoal";"G";25000;18.84;"1";0.22;"1";7
28;13200;"Alugada";0;"Médico";"B";3000;10.99;"1";0.23;"0";6
28;240000;"Alugada";2;"Médico";"B";6000;11.46;"0";0.03;"0";6
26;30320;"Alugada";2;"Pessoal";"B";7500;12.18;"1";0.25;"0";3
23;27996;"Alugada";3;"Empreendimento";"C";5500;12.53;"0";0.2;"0";2
29;82000;"Própria";5;"Pessoal";"C";21000;14.65;"0";0.26;"1";5
25;74004;"Alugada";2;"Empreendimento";"E";20000;15.95;"1";0.27;"0";3
33;62050;"Hipotecada";17;"Médico";"D";20000;0.0;"1";0.27;"1";8
21;84000;"Hipotecada";5;"Pagamento de débitos";"B";10000;12.53;"0";0.12;"0";4
22;43000;"Própria";6;"Educativo";"A";7750;7.66;"0";0.18;"0";2
29;49000;"Alugada";3;"Pessoal";"C";6000;13.99;"1";0.12;"0";6
23;44000;"Alugada";4;"Pessoal";"B";3000;9.62;"1";0.07;"0";4
24;51000;"Alugada";1;"Pagamento de débitos";"A";3000;8.9;"0";0.06;"0";2
27;34000;"Alugada";0;"Pagamento de débitos";"A";6000;6.99;"0";0.18;"0";6
22;40000;"Alugada";0;"Empreendimento";"A";8600;7.66;"0";0.21;"0";2
27;100000;"Hipotecada";1;"Pagamento de débitos";"C";16000;13.43;"0";0.16;"0";5
24;33000;"Alugada";1;"Médico";"F";5000;21.36;"1";0.15;"0";2
47;44000;"Própria";3;"Melhora do lar";"B";4000;11.14;"0";0.09;"0";16
29;74797;"Hipotecada";2;"Médico";"D";15000;15.33;"1";0.17;"1";10
22;27300;"Alugada";1;"Médico";"B";11000;11.48;"1";0.4;"0";4
21;28800;"Alugada";1;"Educativo";"A";3175;6.03;"0";0.11;"0";4
25;56900;"Hipotecada";9;"Pessoal";"A";25000;7.51;"0";0.44;"0";3
22;80000;"Alugada";3;"Pessoal";"D";33950;14.54;"1";0.42;"1";4
28;11029;"Hipotecada";12;"Pagamento de débitos";"C";2150;10.78;"1";0.19;"1";6
23;54000;"Hipotecada";5;"Médico";"C";5200;13.99;"1";0.1;"0";3
29;55000;"Hipotecada";1;"Empreendimento";"A";12625;7.9;"0";0.23;"0";6
21;39900;"Alugada";0;"Educativo";"A";12000;7.9;"0";0.3;"0";4
24;60000;"Alugada";0;"Pessoal";"B";20000;11.14;"1";0.33;"0";2
22;31200;"Hipotecada";0;"-";"A";25000;15.58;"0";0.11;"1";15
23;77000;"Hipotecada";7;"Educativo";"A";10000;7.88;"0";0.13;"0";4
39;63000;"Hipotecada";0;"Pessoal";"A";15000;0.0;"0";0.24;"0";15
31;84000;"Hipotecada";2;"Empreendimento";"A";7600;7.51;"0";0.09;"0";5
26;300000;"Própria";9;"Melhora do lar";"B";10000;10.38;"0";0.03;"0";4
35;23000;"Alugada";13;"Médico";"A";6500;8.63;"0";0.28;"0";6
22;45000;"Alugada";6;"Médico";"B";11000;9.88;"0";0.24;"0";2
23;90000;"Hipotecada";7;"Educativo";"B";8000;10.36;"0";0.09;"0";3
24;85000;"Alugada";1;"Médico";"A";11000;6.91;"0";0.13;"0";2
26;70000;"Hipotecada";1;"Médico";"C";7000;14.26;"0";0.1;"1";4
22;47000;"Alugada";6;"Pagamento de débitos";"A";12000;6.03;"0";0.26;"0";3
26;45000;"Hipotecada";6;"Médico";"";3500;15.28;"";0.05;"1";3
27;41000;"Alugada";4;"Pagamento de débitos";"C";8000;12.84;"1";0.2;"1";10
22;58170;"Alugada";1;"Educativo";"A";3000;9.07;"1";0.05;"0";2
24;122000;"Alugada";4;"Pagamento de débitos";"B";15000;11.58;"0";0.12;"0";2
26;71000;"Alugada";10;"Melhora do lar";"C";8000;13.49;"0";0.11;"1";4
22;85000;"Alugada";0;"Pagamento de débitos";"A";10000;7.66;"0";0.12;"0";3
31;351699;"Alugada";7;"Melhora do lar";"D";10500;15.7;"0";0.03;"0";9
23;50000;"Alugada";8;"Médico";"B";5825;10.65;"0";0.12;"0";2
25;50000;"Hipotecada";9;"Empreendimento";"A";18650;7.9;"0";0.37;"0";4
24;65000;"Alugada";1;"Médico";"A";4000;5.42;"0";0.06;"0";2
29;67000;"Própria";14;"Médico";"A";3600;7.51;"0";0.05;"0";10
29;50000;"Hipotecada";4;"Pessoal";"B";21850;12.42;"0";0.44;"0";9
23;88000;"Hipotecada";8;"Educativo";"A";10000;7.51;"0";0.11;"0";2
25;76000;"Alugada";4;"Educativo";"C";13200;12.23;"0";0.17;"0";4
26;69000;"Hipotecada";10;"Pagamento de débitos";"D";6200;15.99;"1";0.09;"1";3
22;54000;"Alugada";7;"Médico";"F";2000;18.3;"1";0.04;"1";4
31;53000;"Hipotecada";7;"Empreendimento";"C";4550;11.03;"0";0.09;"1";6
30;95000;"Hipotecada";4;"Médico";"B";5600;11.63;"0";0.06;"0";5
31;24000;"Alugada";2;"Pessoal";"A";3000;7.49;"0";0.13;"0";8
30;85000;"Hipotecada";0;"Melhora do lar";"C";18000;13.06;"0";0.21;"0";5
30;120000;"Hipotecada";14;"Empreendimento";"D";7500;15.65;"0";0.06;"0";5
41;58000;"Alugada";16;"Pessoal";"C";5000;0.0;"0";0.08;"";2
27;48000;"Alugada";4;"Empreendimento";"A";2800;7.49;"0";0.06;"0";10
24;85000;"Alugada";6;"Pessoal";"C";10000;13.72;"0";0.12;"1";2
53;95000;"Própria";24;"Pessoal";"A";6000;5.42;"0";0.06;"0";30
21;45996;"Própria";5;"Empreendimento";"A";10000;5.79;"0";0.22;"0";3
22;40000;"Hipotecada";2;"Pessoal";"A";8100;7.14;"0";0.2;"0";3
34;36000;"Alugada";2;"Pagamento de débitos";"A";9500;8.59;"0";0.26;"0";8
27;19200;"Própria";3;"Pessoal";"A";8000;8.9;"1";0.42;"0";8
25;121000;"Hipotecada";9;"Médico";"B";13600;11.99;"0";0.11;"0";2
37;50000;"Hipotecada";6;"Médico";"B";16000;0.0;"0";0.32;"0";12
25;44000;"Hipotecada";6;"Melhora do lar";"A";7000;6.03;"0";0.16;"0";3
26;64000;"Hipotecada";2;"Pessoal";"D";8000;14.96;"0";0.13;"1";2
39;25140;"Alugada";8;"Pagamento de débitos";"C";1500;14.22;"1";0.06;"1";13
26;50000;"Própria";10;"Empreendimento";"A";9825;7.9;"0";0.2;"0";4
29;260000;"Hipotecada";0;"Melhora do lar";"B";20000;10.37;"0";0.08;"0";6
43;77000;"Hipotecada";3;"Educativo";"A";12000;5.99;"0";0.16;"0";16
23;100000;"Hipotecada";4;"Médico";"C";15000;13.49;"0";0.15;"0";4
0;45806;"Alugada";5;"Educativo";"D";6250;12.87;"0";0.0;"1";4
41;250000;"Hipotecada";14;"Pagamento de débitos";"C";4200;13.11;"0";0.02;"0";14
23;77000;"Alugada";3;"Empreendimento";"B";1150;10.95;"0";0.01;"0";2
34;130000;"Alugada";2;"Empreendimento";"B";8000;10.99;"0";0.06;"0";10
28;103000;"Alugada";0;"Educativo";"D";8000;14.61;"1";0.08;"0";10
24;35000;"-";3;"-";"D";3200;11.71;"0";0.05;"0";2
30;120000;"Hipotecada";12;"Educativo";"A";6000;5.42;"0";0.05;"0";9
25;37596;"Hipotecada";3;"Pessoal";"B";12000;11.99;"0";0.32;"0";4
24;42300;"Alugada";8;"-";"B";7500;12.69;"0";0.36;"0";3
25;150000;"Hipotecada";3;"Médico";"A";12000;0.0;"0";0.08;"0";2
25;12816;"Própria";0;"Pagamento de débitos";"C";3000;12.87;"1";0.23;"1";4
25;62903;"Hipotecada";9;"Médico";"B";3000;10.65;"1";0.04;"0";2
22;56000;"Alugada";4;"Empreendimento";"D";2800;15.31;"0";0.05;"1";2
28;32400;"Alugada";3;"Médico";"D";4900;14.12;"1";0.15;"0";7
42;160000;"Hipotecada";0;"Médico";"A";22000;6.99;"0";0.14;"0";16
22;30000;"Alugada";3;"Educativo";"C";4100;14.26;"0";0.14;"1";3
24;110000;"Hipotecada";8;"Médico";"A";10800;6.99;"0";0.1;"0";4
23;75000;"Hipotecada";0;"Pagamento de débitos";"A";12000;6.92;"0";0.16;"0";4
29;70000;"Hipotecada";7;"Médico";"B";4000;11.86;"0";0.06;"0";6
34;48000;"Hipotecada";9;"Empreendimento";"C";5600;15.96;"0";0.12;"1";7
24;70000;"Alugada";3;"Educativo";"B";25000;11.86;"1";0.36;"0";4
38;55000;"Hipotecada";16;"Pessoal";"A";6000;5.42;"0";0.11;"0";14
29;26400;"Alugada";4;"Médico";"A";7200;7.49;"0";0.27;"0";10
28;46551;"Hipotecada";12;"Empreendimento";"A";5000;0.0;"0";0.11;"0";7
24;115500;"Hipotecada";8;"Melhora do lar";"A";10000;7.75;"0";0.09;"0";4
33;114996;"Hipotecada";0;"Pessoal";"B";7450;11.71;"0";0.06;"0";5
30;36000;"Hipotecada";1;"Pagamento de débitos";"A";15000;6.62;"0";0.42;"0";9
23;36000;"Alugada";0;"Pessoal";"C";3000;0.0;"1";0.08;"0";4
29;78000;"Própria";13;"Empreendimento";"A";14400;0.0;"0";0.18;"0";7
22;66000;"Hipotecada";0;"Educativo";"A";6000;7.51;"0";0.09;"0";2
25;60000;"Hipotecada";9;"Pessoal";"C";10200;13.92;"0";0.17;"1";4
29;173088;"Hipotecada";13;"Empreendimento";"C";8000;13.79;"0";0.05;"1";10
23;90000;"Hipotecada";6;"Educativo";"A";12000;0.0;"0";0.13;"0";3
28;39000;"Alugada";6;"Pagamento de débitos";"A";5000;5.99;"1";0.13;"0";7
23;84000;"Alugada";5;"Empreendimento";"A";6000;6.99;"0";0.07;"0";3
22;30000;"Hipotecada";6;"Pagamento de débitos";"C";5000;13.23;"0";0.17;"0";4
26;96000;"Alugada";6;"Pessoal";"C";19000;13.22;"0";0.2;"1";2
28;75000;"Hipotecada";5;"Empreendimento";"B";10000;12.21;"0";0.13;"0";5
33;153000;"Hipotecada";1;"Melhora do lar";"D";23100;14.74;"1";0.15;"1";9
26;88800;"Hipotecada";10;"Médico";"B";10000;11.36;"0";0.11;"0";3
32;33600;"Própria";0;"Empreendimento";"D";8000;16.02;"0";0.24;"0";8
27;137720;"Hipotecada";6;"Pagamento de débitos";"A";13000;7.14;"0";0.09;"0";9
21;34000;"Alugada";4;"Educativo";"B";1800;11.49;"0";0.05;"0";4
24;55000;"Hipotecada";8;"Empreendimento";"A";1800;7.49;"0";0.03;"0";4
29;60000;"Própria";13;"Empreendimento";"A";1000;6.76;"0";0.02;"0";8
32;29000;"Própria";0;"Pessoal";"A";2000;8.49;"0";0.07;"0";8
27;80000;"Hipotecada";5;"Empreendimento";"C";35000;0.0;"0";0.44;"0";8
30;46000;"Alugada";5;"Médico";"A";6000;6.99;"0";0.13;"0";5
26;60000;"Hipotecada";0;"Educativo";"A";10000;6.03;"0";0.17;"0";4
23;62000;"Alugada";1;"Pagamento de débitos";"A";10000;8.94;"0";0.16;"0";2
30;85000;"Hipotecada";14;"Médico";"A";6000;5.42;"0";0.07;"0";8
24;143123;"Hipotecada";2;"Pessoal";"D";4000;12.61;"0";0.03;"0";4
30;39962;"Hipotecada";5;"Pagamento de débitos";"B";3200;9.7;"0";0.08;"0";7
33;58344;"Alugada";5;"Empreendimento";"D";11975;16.29;"0";0.21;"1";9
23;39000;"Alugada";3;"Educativo";"B";3500;11.86;"1";0.09;"0";4
32;62000;"Alugada";8;"Empreendimento";"D";10000;17.27;"1";0.16;"1";7
26;100000;"Alugada";3;"Pagamento de débitos";"C";3000;13.57;"0";0.03;"0";3
22;0;"-";2;"Educativo";"D";5000;10.99;"0";0.05;"0";4
24;72000;"Alugada";8;"Pessoal";"C";3200;13.92;"0";0.04;"0";3
26;66000;"Alugada";3;"Melhora do lar";"B";25000;11.58;"1";0.38;"0";4
28;50000;"Alugada";4;"Pessoal";"A";15000;7.49;"0";0.3;"0";8
22;36000;"Alugada";5;"Médico";"D";5000;16.32;"1";0.14;"0";4
29;42000;"Alugada";3;"Médico";"D";5000;15.99;"0";0.12;"1";6
23;45000;"Alugada";2;"Educativo";"B";9600;10.25;"0";0.21;"0";2
22;37200;"Alugada";6;"Pessoal";"B";10000;0.0;"1";0.27;"0";2
24;50000;"Alugada";3;"Pessoal";"A";10000;7.49;"0";0.2;"0";2
38;110000;"Alugada";5;"Melhora do lar";"A";20000;6.91;"0";0.18;"0";13
45;34000;"Alugada";1;"Educativo";"A";5000;0.0;"1";0.15;"0";11
24;45295;"Alugada";8;"Pagamento de débitos";"D";19650;15.37;"1";0.43;"1";2
24;50000;"Alugada";3;"Médico";"C";3000;0.0;"1";0.06;"0";2
27;73660;"Alugada";4;"Melhora do lar";"E";12000;14.18;"0";0.16;"0";7
24;21600;"Alugada";0;"Pagamento de débitos";"C";6600;12.68;"1";0.31;"0";4
32;56000;"Hipotecada";5;"Pessoal";"A";10000;7.14;"0";0.18;"0";8
23;120000;"Hipotecada";7;"Empreendimento";"C";6000;13.06;"0";0.05;"0";4
22;84996;"Alugada";6;"Empreendimento";"C";5000;12.23;"0";0.06;"1";3
22;36000;"Alugada";0;"Pagamento de débitos";"A";1200;13.11;"0";0.0;"1";2
21;35000;"Alugada";0;"Pessoal";"F";8000;19.79;"1";0.23;"1";4
30;48996;"Hipotecada";14;"Educativo";"C";1200;14.35;"1";0.02;"0";7
27;56400;"Alugada";1;"Empreendimento";"B";9700;8.88;"0";0.17;"0";10
23;75000;"Alugada";1;"Empreendimento";"B";6000;12.42;"0";0.08;"0";3
34;63500;"Hipotecada";18;"Melhora do lar";"A";5125;8.49;"0";0.08;"0";5
29;54000;"Hipotecada";8;"Pagamento de débitos";"A";7500;7.49;"1";0.14;"0";9
26;30000;"Alugada";11;"Médico";"B";5000;0.0;"0";0.17;"0";2
26;65000;"Hipotecada";11;"Melhora do lar";"A";10950;7.88;"0";0.17;"0";2
36;32000;"Hipotecada";9;"Educativo";"B";5000;8.88;"0";0.16;"0";13
23;68000;"Hipotecada";3;"Empreendimento";"B";9750;10.37;"0";0.14;"0";3
25;46800;"Hipotecada";0;"Médico";"A";6000;5.42;"1";0.13;"0";4
30;37000;"Alugada";2;"Educativo";"B";2600;9.25;"0";0.07;"0";7
23;54500;"Alugada";2;"Pagamento de débitos";"A";8000;0.0;"0";0.15;"0";2
22;69700;"Alugada";4;"Educativo";"B";11200;0.0;"0";0.16;"0";2
33;80001;"Alugada";6;"Educativo";"E";21600;18.64;"1";0.27;"0";10
22;75000;"Alugada";3;"Educativo";"B";10600;10.99;"0";0.14;"0";3
32;101000;"Hipotecada";5;"Educativo";"C";3375;14.79;"0";0.03;"0";8
27;70000;"Hipotecada";11;"Pagamento de débitos";"A";25000;7.66;"0";0.36;"0";5
27;60000;"Hipotecada";3;"Educativo";"C";5000;12.73;"0";0.08;"1";8
29;115500;"Alugada";1;"Educativo";"B";20000;10.46;"0";0.17;"0";9
26;90000;"Alugada";0;"Educativo";"B";5525;11.36;"0";0.06;"0";4
21;39600;"Hipotecada";5;"Médico";"A";6400;6.91;"1";0.16;"0";2
39;44000;"Hipotecada";14;"Pessoal";"A";2500;7.68;"0";0.06;"0";15
21;19200;"Própria";0;"Pessoal";"B";2400;9.91;"0";0.13;"0";2
26;43860;"Alugada";6;"Empreendimento";"B";5600;9.63;"0";0.13;"0";2
24;115000;"Própria";8;"Pagamento de débitos";"D";35000;16.89;"0";0.3;"1";4
24;60000;"Hipotecada";8;"Médico";"A";13000;7.29;"0";0.22;"0";2
36;50000;"Hipotecada";7;"Pessoal";"A";5000;7.51;"0";0.1;"0";16
28;75000;"Alugada";0;"Médico";"B";10500;9.63;"0";0.14;"0";10
23;36000;"Alugada";0;"Pagamento de débitos";"B";9000;11.11;"0";0.25;"0";4
26;94000;"-";8;"Pessoal";"A";19000;6.99;"1";0.45;"";3
23;35004;"Alugada";1;"Educativo";"B";6000;0.0;"0";0.17;"0";2
36;77000;"Hipotecada";7;"Pessoal";"A";6000;6.99;"0";0.08;"0";12
28;95000;"Própria";4;"Melhora do lar";"B";25000;9.62;"0";0.26;"0";8
42;101000;"Hipotecada";6;"Pagamento de débitos";"F";25000;16.15;"1";0.25;"1";17
24;32000;"Alugada";2;"Educativo";"C";3850;12.68;"0";0.12;"1";4
26;66000;"Hipotecada";7;"Pessoal";"B";4000;11.99;"0";0.06;"0";2
30;85332;"Alugada";3;"Empreendimento";"C";14000;14.22;"0";0.16;"0";7
24;45000;"Alugada";5;"Médico";"C";1300;13.61;"0";0.03;"1";4
22;93000;"Hipotecada";6;"Empreendimento";"B";7500;0.0;"0";0.08;"0";4
33;40000;"Alugada";0;"Pagamento de débitos";"";14000;13.22;"0";0.29;"1";14
25;115000;"Alugada";2;"Empreendimento";"B";8000;11.71;"0";0.07;"0";4
23;65004;"Alugada";0;"Empreendimento";"C";3000;13.61;"0";0.05;"1";3
26;42000;"Alugada";3;"Pessoal";"C";5000;13.99;"1";0.12;"0";3
42;70000;"Hipotecada";19;"Empreendimento";"A";10500;6.99;"0";0.15;"0";12
27;30456;"Alugada";0;"Empreendimento";"A";10400;6.91;"1";0.34;"0";6
22;66000;"Hipotecada";6;"Empreendimento";"B";10000;11.49;"0";0.15;"0";4
27;58000;"Alugada";1;"Empreendimento";"B";8000;11.36;"0";0.14;"0";7
23;84996;"Hipotecada";5;"Médico";"B";5000;10.95;"0";0.06;"0";3
22;27800;"Alugada";3;"Médico";"A";6800;8.49;"0";0.24;"0";3
22;30000;"Própria";6;"Empreendimento";"A";6000;7.49;"0";0.2;"0";3
26;36000;"Hipotecada";10;"Pessoal";"B";18000;10.39;"0";0.5;"0";2
21;159800;"Hipotecada";5;"Médico";"D";30000;15.62;"1";0.16;"0";2
25;60000;"Alugada";5;"Melhora do lar";"A";10000;7.14;"0";0.17;"0";4
31;34000;"Alugada";2;"Melhora do lar";"D";7500;15.58;"1";0.22;"0";5
33;150000;"Própria";14;"Empreendimento";"B";21000;11.83;"0";0.14;"0";9
22;43000;"Alugada";5;"Empreendimento";"B";2400;10.99;"0";0.06;"0";4
32;86004;"Hipotecada";16;"Pagamento de débitos";"A";8000;5.79;"0";0.09;"0";5
53;0;"Alugada";0;"Médico";"A";3000;8.94;"";0.13;"0";4
25;32000;"Alugada";1;"Pessoal";"D";6000;12.92;"1";0.19;"1";3
24;155000;"Alugada";8;"Educativo";"B";18000;10.62;"0";0.12;"0";4
49;42000;"Hipotecada";12;"Médico";"A";3000;8.9;"0";0.07;"0";15
24;34320;"Alugada";5;"Médico";"E";14400;16.82;"1";0.42;"1";3
22;90888;"Hipotecada";5;"Educativo";"C";0;14.83;"0";0.0;"0";9
32;85000;"Alugada";7;"Pagamento de débitos";"B";6000;11.71;"0";0.07;"0";5
23;57000;"Própria";7;"Educativo";"B";4200;10.51;"0";0.07;"0";3
21;40000;"Alugada";4;"Empreendimento";"A";5000;5.79;"0";0.13;"0";2
24;90000;"Alugada";4;"Pessoal";"B";12000;9.91;"0";0.13;"0";2
35;46900;"Alugada";14;"Médico";"C";14000;14.27;"0";0.3;"1";5
28;39996;"Alugada";10;"Educativo";"D";5525;14.54;"0";0.14;"0";10
37;29536;"Alugada";2;"Médico";"B";4000;11.89;"0";0.14;"0";17
24;50000;"Hipotecada";7;"Empreendimento";"D";11000;16.89;"0";0.22;"0";3
37;72800;"Hipotecada";0;"Educativo";"B";23000;11.58;"0";0.32;"0";17
25;70000;"Alugada";3;"Médico";"A";5600;7.9;"0";0.08;"0";4
23;159996;"Hipotecada";2;"Pessoal";"A";12000;5.42;"0";0.08;"0";4
26;110000;"-";10;"Melhora do lar";"C";8000;7.66;"0";0.0;"0";2
31;52000;"Alugada";4;"Empreendimento";"";10000;0.0;"0";0.12;"";4
22;50000;"Alugada";6;"Empreendimento";"C";18000;13.79;"1";0.36;"0";2
28;38000;"Própria";13;"Empreendimento";"A";6425;5.42;"0";0.17;"0";8
23;24000;"Alugada";0;"Pagamento de débitos";"B";6000;0.0;"0";0.25;"0";2
33;100000;"Hipotecada";8;"Pagamento de débitos";"A";6400;7.29;"0";0.06;"0";9
24;90000;"Hipotecada";3;"Médico";"A";3000;0.0;"0";0.03;"0";4
32;22800;"Alugada";1;"Empreendimento";"D";7125;15.28;"1";0.31;"0";5
22;54000;"Alugada";2;"Médico";"D";7000;14.96;"1";0.13;"1";2
26;173000;"Hipotecada";0;"Pessoal";"A";10000;8.07;"0";0.06;"0";4
28;74000;"Alugada";0;"Pagamento de débitos";"D";5000;15.21;"1";0.07;"0";8
23;21000;"Própria";7;"Educativo";"B";7500;12.69;"0";0.36;"0";2
22;31000;"Alugada";0;"Pagamento de débitos";"B";12000;10.25;"1";0.39;"0";4
40;176800;"Alugada";8;"Médico";"B";25000;10.99;"1";0.12;"0";17
23;113000;"Hipotecada";7;"Educativo";"A";8000;5.79;"0";0.07;"0";2
33;53000;"Alugada";13;"Educativo";"C";10000;15.96;"0";0.19;"0";9
23;38400;"Alugada";1;"Empreendimento";"B";13250;10.99;"1";0.35;"0";4
30;55000;"Hipotecada";1;"Pessoal";"B";6500;10.99;"0";0.12;"0";9
0;50950;"-";5;"Melhora do lar";"B";3000;10.25;"0";0.03;"0";3
29;96000;"Hipotecada";5;"Melhora do lar";"B";12000;9.88;"0";0.13;"0";5
24;79632;"Hipotecada";8;"Educativo";"C";7200;14.17;"0";0.09;"1";3
25;36480;"Alugada";4;"Pagamento de débitos";"A";5000;6.54;"0";0.14;"0";2
25;70000;"Hipotecada";4;"Empreendimento";"B";6300;10.37;"0";0.09;"0";4
23;33500;"Alugada";2;"Educativo";"E";2500;15.68;"1";0.07;"1";4
29;89520;"Própria";13;"Médico";"C";8000;13.23;"0";0.09;"0";10
22;60000;"Hipotecada";6;"Empreendimento";"D";24250;15.31;"0";0.4;"1";2
29;50000;"Hipotecada";5;"Pessoal";"B";8000;10.37;"0";0.16;"0";7
37;55000;"Própria";2;"Empreendimento";"B";24375;10.37;"0";0.44;"0";13
24;16800;"Hipotecada";0;"Educativo";"A";3900;0.0;"1";0.23;"0";2
21;31680;"Alugada";5;"Médico";"C";15000;12.61;"1";0.47;"1";4
23;62844;"Alugada";7;"Melhora do lar";"C";7500;11.97;"1";0.12;"0";4
21;60000;"Própria";0;"Empreendimento";"D";16000;0.0;"0";0.27;"0";2
24;11476;"Alugada";0;"Médico";"A";5700;7.49;"1";0.5;"0";4
26;152004;"Hipotecada";8;"Educativo";"A";5800;7.88;"0";0.04;"0";3
34;30000;"Alugada";4;"Empreendimento";"B";3350;10.99;"0";0.11;"0";10
27;48000;"Alugada";2;"Educativo";"C";25000;10.59;"1";0.52;"1";5
24;69000;"Hipotecada";7;"Melhora do lar";"E";5200;17.19;"0";0.08;"0";2
31;73000;"Alugada";5;"Melhora do lar";"B";5800;10.37;"0";0.08;"0";6
23;103000;"Hipotecada";6;"Pagamento de débitos";"C";4000;13.49;"0";0.04;"0";2
28;100000;"Hipotecada";13;"Empreendimento";"A";13000;8.59;"0";0.13;"0";5
21;25000;"Alugada";1;"Pessoal";"A";10000;0.0;"1";0.4;"0";4
28;135996;"Hipotecada";12;"Melhora do lar";"A";12500;8.59;"0";0.09;"0";6
21;65000;"Hipotecada";5;"Educativo";"A";10000;6.03;"0";0.15;"0";3
30;49000;"Alugada";2;"Melhora do lar";"D";5000;15.31;"1";0.1;"1";10
25;31000;"Alugada";0;"Pessoal";"A";5000;8.94;"0";0.16;"0";2
22;78000;"Hipotecada";6;"Melhora do lar";"D";25000;16.77;"1";0.32;"0";2
21;25200;"Alugada";3;"Médico";"C";8500;13.61;"1";0.34;"1";2
23;50000;"Hipotecada";7;"Pagamento de débitos";"F";13750;18.43;"1";0.28;"0";3
25;54000;"Alugada";1;"Pessoal";"D";20000;15.65;"1";0.37;"1";3
29;60000;"Alugada";2;"Pessoal";"C";12000;14.22;"0";0.2;"1";6
36;95000;"Alugada";3;"Empreendimento";"A";7375;8.94;"0";0.08;"0";15
24;30000;"Alugada";0;"Médico";"C";4600;0.0;"0";0.15;"1";2
22;32500;"Alugada";0;"Médico";"B";12000;11.49;"1";0.37;"0";2
26;57500;"Hipotecada";2;"Pagamento de débitos";"A";7750;6.76;"0";0.13;"0";3
33;100000;"Hipotecada";12;"Empreendimento";"B";8000;11.86;"0";0.08;"0";7
25;85000;"Própria";1;"Melhora do lar";"C";5000;13.79;"0";0.06;"1";2
